WN1,WN2,WN3,WN4,WN5,WN6,WN7,WN8,WN9,WN10,WN11,WN12,WN13,WN14,WN15,WN16,WN17,WN18,WN19,WN20,WN21,WN22,WN23,WN24,WN25,WN26,WN27,WN28,WN29,WN30,WN31,WN32,WN33,WN34,WN35,WN36,WN37,WN38,WN39,WN40,WN41,WN42,WN43,WN44,WN45,WN46,WN47,WN48,WN49,WN50,WN51,WN52,WN53,WN54,WN55,WN56,WN57,WN58,WN59,WN60,WN61,WN62,WN63,WN64,WN65,WN66,WN67,WN68,WN69,WN70,WN71,WN72,WN73,WN74,WN75,WN76,WN77,WN78,WN79,WN80,WN81,WN82,WN83,WN84,WN85,WN86,WN87,WN88,WN89,WN90,WN91,WN92,WN93,WN94,WN95,WN96,WN97,WN98,WN99,WN100,WN101,WN102,WN103,WN104,WN105,WN106,WN107,WN108,WN109,WN110,WN111,WN112,WN113,WN114,WN115,WN116,WN117,WN118,WN119,WN120,WN121,WN122,WN123,WN124,WN125,WN126,WN127,WN128,WN129,WN130,WN131,WN132,WN133,WN134,WN135,WN136,WN137,WN138,WN139,WN140,WN141,WN142,WN143,WN144,WN145,WN146,WN147,WN148,WN149,WN150,WN151,WN152,WN153,WN154,WN155,WN156,WN157,WN158,WN159,WN160,WN161,WN162,WN163,WN164,WN165,WN166,WN167,WN168,WN169,WN170,WN171,WN172,WN173,WN174,WN175,WN176,WN177,WN178,WN179,WN180,WN181,WN182,WN183,WN184,WN185,WN186,WN187,WN188,WN189,WN190,WN191,WN192,WN193,WN194,WN195,WN196,WN197,WN198,WN199,WN200,WN201,WN202,WN203,WN204,WN205,WN206,WN207,WN208,WN209,WN210,WN211,WN212,WN213,WN214,WN215,WN216,WN217,WN218,WN219,WN220,WN221,WN222,WN223,WN224,Label
0.81037,0.82217,0.81612,0.79592,0.76529,0.72793,0.68933,0.65154,0.61857,0.59104,0.56918,0.55122,0.53549,0.52113,0.5083,0.49572,0.4849,0.47691,0.47131,0.46769,0.46545,0.46323,0.45895,0.45276,0.44481,0.43482,0.42408,0.41464,0.40705,0.40189,0.40003,0.3999,0.4004,0.40129,0.40133,0.39904,0.39489,0.3895,0.38297,0.37533,0.36752,0.36016,0.35368,0.34811,0.34339,0.33976,0.33771,0.33704,0.33715,0.33786,0.33951,0.34206,0.34485,0.34761,0.35048,0.35357,0.35679,0.36038,0.3647,0.36971,0.37507,0.38066,0.38655,0.39246,0.81037,0.82217,0.81612,0.79592,0.76529,0.72793,0.68933,0.65154,0.61857,0.59104,0.56918,0.55122,0.53549,0.52113,0.5083,0.49572,0.4849,0.47691,0.47131,0.46769,0.46545,0.46323,0.45895,0.45276,0.44481,0.43482,0.42408,0.41464,0.40705,0.40189,0.40003,0.3999,0.4004,0.40129,0.40133,0.39904,0.39489,0.3895,0.38297,0.37533,0.36752,0.36016,0.35368,0.34811,0.34339,0.33976,0.33771,0.33704,0.33715,0.33786,0.33951,0.34206,0.34485,0.34761,0.35048,0.35357,0.35679,0.36038,0.3647,0.36971,0.37507,0.38066,0.38655,0.39246,0.81037,0.82217,0.81612,0.79592,0.76529,0.72793,0.68933,0.65154,0.61857,0.59104,0.56918,0.55122,0.53549,0.52113,0.5083,0.49572,0.4849,0.47691,0.47131,0.46769,0.46545,0.46323,0.45895,0.45276,0.44481,0.43482,0.42408,0.41464,0.40705,0.40189,0.40003,0.3999,0.4004,0.40129,0.40133,0.39904,0.39489,0.3895,0.38297,0.37533,0.36752,0.36016,0.35368,0.34811,0.34339,0.33976,0.33771,0.33704,0.33715,0.33786,0.33951,0.34206,0.34485,0.34761,0.35048,0.35357,0.35679,0.36038,0.3647,0.36971,0.37507,0.38066,0.38655,0.39246,0.81037,0.82217,0.81612,0.79592,0.76529,0.72793,0.68933,0.65154,0.61857,0.59104,0.56918,0.55122,0.53549,0.52113,0.5083,0.49572,0.4849,0.47691,0.47131,0.46769,0.46545,0.46323,0.45895,0.45276,0.44481,0.43482,0.42408,0.41464,0.40705,0.40189,0.40003,0.3999,2
1.2436,1.3933,1.55,1.717,1.8973,2.0942,2.2949,2.5293,2.849,3.251,3.6507,3.9841,4.1997,4.2588,4.1867,3.9875,3.6927,3.4175,3.223,3.0969,3.0091,2.9335,2.856,2.7764,2.7123,2.6423,2.576,2.5306,2.4838,2.4378,2.4063,2.3775,2.3499,2.3317,2.3247,2.3154,2.3084,2.3097,2.3086,2.296,2.2679,2.2018,2.2988,2.5875,2.8639,3.0441,3.0983,3.0196,2.8098,2.4872,2.0907,1.6946,1.5069,1.4535,1.3638,1.2563,1.1417,1.0347,0.95019,0.89614,0.86791,0.85395,0.84381,0.83101,0.81377,0.79293,0.77034,0.74804,0.72787,0.71065,0.69775,0.68954,0.68685,0.69088,0.70354,0.72614,0.7583,0.79711,0.83708,0.8714,0.894,0.90024,0.88941,0.86368,0.82792,0.7885,0.75165,0.72216,0.70206,0.69156,0.68982,0.6969,0.71429,0.74508,0.79537,0.87534,1.0023,1.214,1.5696,2.0353,2.4897,2.8221,2.9596,2.8721,2.5715,2.1107,1.5807,1.1049,0.79021,0.6247,0.54182,0.50339,0.48589,0.476,0.46775,0.45946,0.45157,0.44491,0.43995,0.43677,0.43502,0.43426,0.43418,0.43461,0.43541,0.43648,0.43799,0.43988,0.44216,0.44502,0.44829,0.45196,0.45572,0.45905,0.46167,0.46327,0.46403,0.46433,0.46458,0.46516,0.46626,0.46795,0.46998,0.47193,0.47374,0.47534,0.47706,0.47917,0.48174,0.48494,0.48862,0.49246,0.49605,0.4991,0.50155,0.50342,0.50511,0.50698,0.50914,0.5117,0.51455,0.51762,0.52056,0.5232,0.52554,0.52745,0.52916,0.53083,0.53237,0.53395,0.53581,0.53804,0.54046,0.5433,0.54665,0.5506,0.55505,0.56004,0.56572,0.57241,0.57989,0.58778,0.59545,0.60251,0.60879,0.61466,0.62075,0.62806,0.63709,0.64816,0.66091,0.6753,0.6904,0.70526,0.71866,0.72864,0.73365,0.73243,0.7246,0.71099,0.69354,0.67512,0.65794,0.64408,0.63434,0.62835,0.62512,0.62378,0.62377,0.62454,0.62569,0.627,0.62837,0.62971,0.63063,0.63163,0.63282,0.6347,0.63712,0.64027,0.6441,0.64864,0.65394,0.66003,3
1.2332,1.3729,1.5239,1.6879,1.867,2.0632,2.2598,2.4946,2.789,3.1894,3.5935,3.9372,4.156,4.2225,4.1637,3.9873,3.7031,3.436,3.2264,3.1143,3.0296,2.953,2.8659,2.7865,2.7196,2.6436,2.5753,2.526,2.4771,2.4316,2.4017,2.3708,2.3436,2.3288,2.3212,2.3114,2.3057,2.3063,2.3044,2.2917,2.2635,2.2034,2.2773,2.5632,2.8453,3.0336,3.0981,3.0295,2.8294,2.5162,2.1248,1.7291,1.5168,1.4652,1.3753,1.266,1.1504,1.0424,0.95693,0.90247,0.87358,0.85917,0.84838,0.83537,0.81794,0.79667,0.77393,0.75168,0.73135,0.71422,0.70105,0.69239,0.68938,0.69346,0.7062,0.72903,0.76155,0.80097,0.8414,0.87614,0.89877,0.90506,0.894,0.86798,0.83186,0.79189,0.75449,0.72461,0.70428,0.69347,0.69155,0.69856,0.71578,0.74662,0.79763,0.87884,1.0072,1.2221,1.5907,2.0772,2.5503,2.8955,3.0379,2.947,2.6357,2.1577,1.6071,1.1134,0.7918,0.6256,0.54148,0.50207,0.48377,0.47335,0.46481,0.45643,0.44841,0.44158,0.4365,0.43319,0.43134,0.43062,0.43051,0.4308,0.43149,0.43254,0.43395,0.43575,0.43792,0.44052,0.44359,0.44715,0.45066,0.4538,0.45624,0.45781,0.4586,0.4589,0.45916,0.45971,0.46079,0.46254,0.46442,0.46627,0.46784,0.46932,0.47089,0.47274,0.47529,0.4785,0.48222,0.4862,0.48985,0.49286,0.49529,0.49726,0.49891,0.50071,0.50286,0.50544,0.50843,0.5116,0.51448,0.517,0.5193,0.52124,0.52278,0.52436,0.52576,0.52747,0.52944,0.53172,0.53423,0.53715,0.54063,0.5445,0.54891,0.55387,0.55956,0.56634,0.574,0.58207,0.5901,0.59742,0.60397,0.60994,0.61621,0.62358,0.63284,0.64427,0.65758,0.67238,0.68794,0.70305,0.71641,0.72634,0.73098,0.72958,0.7215,0.70751,0.68955,0.67051,0.65293,0.63848,0.62832,0.62233,0.6193,0.61842,0.61845,0.61908,0.62015,0.62131,0.6224,0.62328,0.62416,0.62568,0.62708,0.62882,0.631,0.63392,0.63757,0.64203,0.64739,0.65376,3
1.2268,1.3679,1.517,1.6748,1.8422,2.0198,2.2028,2.4006,2.623,2.8938,3.1863,3.4674,3.7047,3.864,3.9515,3.9523,3.8679,3.76,3.6399,3.5297,3.4359,3.3464,3.2433,3.1442,3.0561,2.9606,2.8769,2.8182,2.7595,2.7049,2.6686,2.6358,2.601,2.5815,2.5728,2.5631,2.5575,2.5593,2.5566,2.5408,2.5035,2.4626,2.5965,2.8416,3.0497,3.1542,3.1341,2.9896,2.7273,2.3735,1.9759,1.6335,1.4951,1.4258,1.3348,1.2285,1.1153,1.0093,0.92484,0.87047,0.84147,0.82644,0.81532,0.80195,0.78412,0.76273,0.73951,0.71671,0.6961,0.67873,0.6655,0.65698,0.65402,0.65788,0.67022,0.69255,0.72449,0.76311,0.80299,0.83753,0.86041,0.86725,0.85682,0.83157,0.79639,0.75756,0.7212,0.69207,0.67233,0.66216,0.66086,0.66837,0.68611,0.71737,0.76862,0.85048,0.981,1.1918,1.5161,1.924,2.3222,2.6164,2.7394,2.6616,2.3937,1.984,1.5143,1.0876,0.78605,0.61187,0.52128,0.47869,0.45922,0.4484,0.43979,0.43137,0.42331,0.41631,0.41099,0.40741,0.40537,0.40458,0.40456,0.40512,0.40609,0.40739,0.40901,0.41092,0.41313,0.41579,0.41898,0.42253,0.42622,0.42966,0.43232,0.43407,0.43504,0.43542,0.43548,0.43587,0.43689,0.43835,0.44025,0.44225,0.44408,0.44575,0.44743,0.44937,0.45164,0.45458,0.45821,0.462,0.4657,0.46896,0.4717,0.47379,0.47554,0.47734,0.47929,0.4817,0.4845,0.48737,0.49014,0.49273,0.49502,0.49687,0.49845,0.50003,0.50156,0.50325,0.5051,0.50718,0.50964,0.51253,0.51584,0.51967,0.52405,0.52916,0.53497,0.54185,0.54953,0.55767,0.56567,0.57294,0.57922,0.58503,0.59119,0.59866,0.60783,0.61913,0.6323,0.64694,0.66241,0.67761,0.69119,0.70148,0.70665,0.70552,0.69747,0.68353,0.66558,0.64617,0.6284,0.61391,0.60384,0.59789,0.59486,0.59403,0.59424,0.59489,0.59583,0.59678,0.59784,0.59861,0.59934,0.60037,0.60186,0.604,0.60637,0.60947,0.61328,0.6179,0.62342,0.62992,3
1.2476,1.3978,1.5519,1.7139,1.888,2.0782,2.282,2.5152,2.8158,3.1896,3.5735,3.9037,4.1246,4.205,4.1681,4.0057,3.7573,3.5095,3.3169,3.1859,3.0883,3.0069,2.9178,2.8347,2.7666,2.6906,2.6231,2.5766,2.5293,2.4827,2.4508,2.4248,2.3967,2.3803,2.3731,2.3648,2.3587,2.3608,2.3586,2.3441,2.3127,2.2263,2.3891,2.6902,2.9587,3.1189,3.1435,3.0308,2.7827,2.4232,1.9955,1.5852,1.4597,1.397,1.3082,1.2027,1.0908,0.98617,0.90274,0.84902,0.8201,0.80482,0.79368,0.78062,0.7634,0.74237,0.71964,0.69746,0.67721,0.65998,0.64668,0.63802,0.63497,0.63886,0.65096,0.67274,0.7039,0.74164,0.7805,0.81397,0.83588,0.84212,0.83181,0.80702,0.77227,0.7339,0.69795,0.66908,0.64939,0.63909,0.63752,0.6447,0.66201,0.69252,0.74255,0.82247,0.94975,1.1573,1.4874,1.9095,2.3233,2.6292,2.7585,2.6812,2.4078,1.9871,1.5028,1.0632,0.75877,0.58773,0.50001,0.45866,0.43961,0.42885,0.4202,0.41178,0.40382,0.39691,0.3917,0.38824,0.38623,0.38539,0.3853,0.38577,0.3867,0.38797,0.3896,0.39141,0.39359,0.39622,0.39924,0.4027,0.40634,0.40963,0.41215,0.41371,0.41449,0.41463,0.4147,0.41504,0.41592,0.41744,0.4193,0.42114,0.42278,0.42425,0.42582,0.42764,0.43002,0.43305,0.43672,0.44054,0.44412,0.44721,0.44973,0.45167,0.45341,0.45522,0.45725,0.45968,0.46253,0.46546,0.46823,0.47074,0.47287,0.47461,0.47618,0.47762,0.47899,0.48062,0.48255,0.48479,0.48738,0.49045,0.49389,0.49793,0.50246,0.50753,0.5133,0.52025,0.52809,0.53636,0.54448,0.55195,0.55851,0.5646,0.5709,0.57853,0.58797,0.59972,0.61345,0.62871,0.64466,0.66035,0.67418,0.68438,0.68929,0.68765,0.67896,0.66434,0.64577,0.62599,0.60779,0.59319,0.58298,0.57702,0.57425,0.57353,0.57414,0.57552,0.5771,0.57874,0.58046,0.58172,0.58272,0.58375,0.58514,0.58686,0.58902,0.59188,0.59546,0.59987,0.60521,0.61157,3
1.2711,1.4043,1.5497,1.7075,1.8777,2.0607,2.2512,2.4594,2.6979,2.9761,3.2603,3.526,3.7379,3.8708,3.9349,3.9181,3.827,3.719,3.6132,3.5128,3.4227,3.3352,3.2353,3.1379,3.0551,2.9648,2.8838,2.8264,2.7706,2.7138,2.6776,2.6454,2.6128,2.593,2.5854,2.5757,2.5693,2.5696,2.5659,2.55,2.5089,2.493,2.6713,2.9066,3.0852,3.1518,3.0922,2.9099,2.6173,2.2439,1.8453,1.5454,1.4537,1.3846,1.3007,1.2039,1.1007,1.0035,0.92574,0.87507,0.84797,0.83392,0.82386,0.81179,0.79576,0.77639,0.75524,0.73446,0.71553,0.69951,0.6873,0.67936,0.67666,0.68034,0.69206,0.71298,0.74265,0.77856,0.81569,0.8477,0.86857,0.87437,0.86434,0.84062,0.80751,0.77095,0.73663,0.70909,0.69034,0.68034,0.67853,0.68513,0.70137,0.73027,0.77794,0.85471,0.97745,1.1728,1.4629,1.821,2.1703,2.4284,2.5347,2.4627,2.2224,1.8577,1.4418,1.0628,0.78895,0.62683,0.54298,0.50429,0.487,0.47753,0.46986,0.46213,0.45467,0.44819,0.44334,0.44015,0.43842,0.4378,0.43791,0.43862,0.43977,0.44123,0.44301,0.44505,0.44746,0.45028,0.45354,0.45717,0.46095,0.46443,0.46716,0.46891,0.46971,0.46989,0.47001,0.47032,0.47122,0.47278,0.47479,0.47678,0.4786,0.48026,0.48187,0.48375,0.48613,0.48912,0.49278,0.49675,0.50048,0.50376,0.50643,0.5085,0.51018,0.51189,0.51388,0.51627,0.51909,0.52206,0.52489,0.52754,0.5298,0.53162,0.53317,0.53468,0.53624,0.53796,0.53989,0.54206,0.54463,0.5476,0.55105,0.55497,0.5594,0.56447,0.57033,0.57729,0.58521,0.5936,0.60186,0.6095,0.61628,0.62251,0.62897,0.63662,0.6462,0.65804,0.67182,0.68709,0.70308,0.71878,0.73269,0.7429,0.74779,0.74618,0.73764,0.72306,0.70445,0.68468,0.66649,0.65158,0.64121,0.63512,0.6324,0.63206,0.63305,0.63485,0.63696,0.6391,0.64091,0.64209,0.643,0.64404,0.64522,0.64687,0.64869,0.65123,0.65447,0.65852,0.66349,0.6695,3
1.2458,1.3747,1.5031,1.6341,1.7712,1.9173,2.0785,2.2472,2.4343,2.6599,2.9273,3.2558,3.5869,3.8895,4.1328,4.2831,4.2965,4.2199,4.0666,3.8559,3.6442,3.4673,3.2953,3.1548,3.0378,2.9286,2.8196,2.7515,2.6919,2.6309,2.5889,2.5572,2.5212,2.4982,2.4902,2.482,2.4787,2.4847,2.4858,2.4709,2.4099,2.4614,2.7022,2.9292,3.0657,3.0715,2.9447,2.6942,2.3354,1.9091,1.4882,1.2662,1.2218,1.1522,1.074,0.98508,0.89118,0.8029,0.73279,0.68751,0.66373,0.6516,0.64355,0.63361,0.61975,0.60243,0.58331,0.56477,0.54809,0.53391,0.52287,0.5156,0.51338,0.517,0.52804,0.54749,0.57529,0.60907,0.6439,0.674,0.69371,0.69944,0.69023,0.66814,0.63749,0.6036,0.57181,0.54604,0.52843,0.51907,0.51734,0.52339,0.53836,0.56521,0.60931,0.68049,0.79455,0.97388,1.2351,1.5561,1.8729,2.1118,2.2161,2.1593,1.9485,1.6232,1.2481,0.90087,0.64194,0.48333,0.39993,0.36114,0.34399,0.33485,0.32755,0.32039,0.31323,0.30683,0.30183,0.29851,0.29691,0.29666,0.29735,0.29848,0.29988,0.30149,0.30319,0.30494,0.30693,0.30926,0.31212,0.31537,0.31881,0.32196,0.32454,0.32637,0.32731,0.32766,0.32771,0.32789,0.32845,0.3294,0.33075,0.33236,0.33397,0.3356,0.33727,0.33929,0.34161,0.34437,0.34749,0.35069,0.35385,0.35689,0.35949,0.36167,0.3635,0.36524,0.36708,0.36911,0.37133,0.37368,0.37606,0.37834,0.38051,0.38243,0.38407,0.38566,0.3872,0.38882,0.3906,0.39261,0.39494,0.3976,0.40081,0.40454,0.4088,0.41375,0.41939,0.42606,0.43357,0.44157,0.4495,0.45665,0.46299,0.46879,0.47495,0.48228,0.4914,0.50243,0.51535,0.52962,0.54455,0.55921,0.57222,0.58168,0.58615,0.58461,0.57664,0.56309,0.54606,0.52788,0.51128,0.4982,0.48918,0.48405,0.48209,0.48235,0.48355,0.48566,0.48788,0.48997,0.49165,0.49312,0.49434,0.4961,0.49851,0.50128,0.50427,0.50816,0.51256,0.51744,0.52277,0.52851,3
1.2225,1.3237,1.4403,1.5718,1.7177,1.8773,2.0469,2.2275,2.4262,2.6309,2.8854,3.2222,3.5713,3.8615,4.092,4.2371,4.2489,4.163,4.0022,3.7707,3.572,3.4194,3.2603,3.1084,2.995,2.8856,2.7747,2.6936,2.6288,2.5627,2.5201,2.4799,2.4473,2.4305,2.4239,2.4178,2.4133,2.4188,2.4205,2.4054,2.3483,2.3765,2.629,2.8764,3.0353,3.0659,2.9609,2.7311,2.389,1.9716,1.5492,1.3029,1.2664,1.1998,1.1242,1.0371,0.94497,0.85889,0.79007,0.74565,0.72207,0.71062,0.70304,0.69369,0.68038,0.66324,0.6448,0.62665,0.61045,0.59652,0.58558,0.57883,0.57699,0.58078,0.59186,0.61136,0.63922,0.67284,0.70773,0.73764,0.75707,0.76267,0.75344,0.73151,0.70098,0.66723,0.63552,0.60978,0.5921,0.58253,0.58061,0.58656,0.60119,0.62776,0.67129,0.74184,0.85479,1.0325,1.2924,1.6119,1.9262,2.1617,2.2622,2.2028,1.991,1.6663,1.2936,0.95031,0.69661,0.5428,0.46254,0.42543,0.40884,0.39991,0.39281,0.38561,0.37863,0.37247,0.36772,0.36483,0.36348,0.36341,0.3641,0.36532,0.36683,0.36857,0.37041,0.37244,0.37478,0.3776,0.38089,0.38454,0.38823,0.39164,0.39438,0.39637,0.39735,0.39772,0.39784,0.39809,0.39868,0.39976,0.40121,0.40289,0.40457,0.4062,0.40773,0.4096,0.41198,0.4149,0.41834,0.42198,0.42552,0.42872,0.43139,0.43355,0.4354,0.43729,0.43927,0.44146,0.44383,0.44622,0.44842,0.45044,0.45231,0.45406,0.45581,0.45758,0.45945,0.46143,0.46353,0.46581,0.46816,0.47098,0.47411,0.47789,0.48224,0.48726,0.49328,0.50038,0.50828,0.51653,0.52465,0.53211,0.53869,0.54494,0.55153,0.55922,0.56903,0.58103,0.59477,0.60988,0.62554,0.64082,0.65422,0.66393,0.66836,0.66628,0.65762,0.64333,0.6254,0.60644,0.58918,0.5754,0.56568,0.56015,0.55791,0.55769,0.55873,0.56122,0.56401,0.56679,0.56909,0.57082,0.57191,0.57353,0.5753,0.57681,0.5788,0.58179,0.58548,0.58993,0.59519,0.60134,3
1.216,1.3316,1.4535,1.5831,1.7219,1.8713,2.0247,2.1928,2.3892,2.6177,2.8883,3.2322,3.5886,3.9073,4.1578,4.2924,4.2873,4.1934,4.0195,3.7929,3.5788,3.4122,3.2464,3.1062,2.9969,2.8736,2.763,2.6902,2.6227,2.5555,2.5137,2.475,2.4401,2.425,2.4173,2.4084,2.4035,2.4084,2.4086,2.3912,2.342,2.362,2.6168,2.8702,3.0345,3.0705,2.971,2.7428,2.4001,1.9802,1.5569,1.298,1.2629,1.1965,1.1194,1.0312,0.93708,0.84876,0.77825,0.7327,0.70872,0.6971,0.68925,0.67978,0.66637,0.64908,0.62988,0.61126,0.59431,0.57976,0.5687,0.56197,0.56014,0.56433,0.57583,0.59548,0.62347,0.65745,0.69228,0.72216,0.74207,0.74787,0.73865,0.71657,0.68583,0.65161,0.61959,0.59365,0.57572,0.56598,0.56423,0.57006,0.58513,0.61215,0.65642,0.72772,0.84166,1.0221,1.2866,1.6124,1.9329,2.173,2.2764,2.2164,2.0013,1.6709,1.2914,0.94208,0.684,0.52777,0.44595,0.4078,0.39072,0.38132,0.37394,0.36666,0.35959,0.35334,0.34857,0.34562,0.34424,0.34402,0.34478,0.34601,0.34746,0.34908,0.35084,0.35261,0.35481,0.35731,0.36018,0.36354,0.36708,0.37052,0.37331,0.37528,0.37623,0.37651,0.37665,0.3768,0.37721,0.3781,0.37933,0.38086,0.3825,0.38407,0.38557,0.38747,0.38987,0.39274,0.3959,0.39932,0.40269,0.4058,0.40854,0.41083,0.41277,0.41479,0.41687,0.41903,0.42134,0.4238,0.42615,0.42823,0.43014,0.43194,0.4336,0.43533,0.43696,0.43877,0.44091,0.44322,0.44584,0.44881,0.45234,0.45628,0.46067,0.46583,0.47179,0.47883,0.48685,0.49524,0.50355,0.51116,0.51781,0.52396,0.53033,0.53827,0.54828,0.5605,0.57463,0.59025,0.60644,0.62194,0.63541,0.64507,0.64924,0.64705,0.63845,0.62381,0.60539,0.58597,0.5681,0.55367,0.5435,0.53771,0.53558,0.53601,0.53811,0.54076,0.544,0.54672,0.54897,0.5508,0.55169,0.5529,0.55441,0.55617,0.55846,0.56145,0.56519,0.56976,0.57529,0.58187,3
1.237,1.3502,1.4751,1.6116,1.7596,1.919,2.0831,2.2612,2.4469,2.6723,2.9647,3.3005,3.642,3.9179,4.1129,4.1919,4.144,4.0135,3.8128,3.5907,3.4139,3.2675,3.1363,3.0068,2.9022,2.7983,2.7038,2.6366,2.5765,2.5191,2.4801,2.4443,2.4099,2.3882,2.3805,2.3737,2.3696,2.373,2.371,2.3543,2.2995,2.3327,2.5873,2.8381,3.0013,3.0336,2.9307,2.6983,2.3528,1.9336,1.5123,1.2692,1.2339,1.1686,1.0935,1.0068,0.91471,0.82823,0.75965,0.7149,0.6911,0.67954,0.67181,0.66251,0.64955,0.63294,0.6147,0.59656,0.58011,0.5661,0.55519,0.54829,0.54624,0.55013,0.56132,0.58081,0.60856,0.64183,0.67611,0.70559,0.72464,0.72984,0.72055,0.69867,0.66833,0.6349,0.60348,0.57793,0.56035,0.55072,0.54866,0.55441,0.56904,0.59535,0.63882,0.70941,0.82225,1.0001,1.2597,1.5791,1.8942,2.1309,2.2329,2.1749,1.9644,1.6407,1.2682,0.92443,0.66922,0.51416,0.43295,0.39495,0.37763,0.36828,0.36089,0.35354,0.34633,0.34003,0.33522,0.33226,0.33088,0.33072,0.33145,0.33278,0.33433,0.33599,0.33771,0.33959,0.34169,0.34427,0.34735,0.35084,0.35448,0.35793,0.36062,0.36239,0.36326,0.36339,0.3632,0.36322,0.36363,0.36452,0.3658,0.36734,0.36884,0.37035,0.372,0.37404,0.37651,0.37959,0.38304,0.38659,0.39006,0.39321,0.39585,0.39796,0.39979,0.40163,0.40347,0.40571,0.40807,0.41053,0.41305,0.4155,0.41762,0.41945,0.42111,0.42282,0.42453,0.42643,0.42831,0.43053,0.43307,0.43599,0.43933,0.44323,0.4478,0.45314,0.45918,0.46627,0.47431,0.48289,0.49126,0.49894,0.50591,0.51255,0.51965,0.52809,0.5383,0.55095,0.56563,0.58162,0.59816,0.61412,0.62808,0.63806,0.64237,0.63994,0.63062,0.61543,0.59634,0.57621,0.55792,0.5431,0.53287,0.52711,0.52494,0.5255,0.52774,0.53088,0.53426,0.53751,0.5404,0.54217,0.54338,0.54429,0.54532,0.54695,0.5489,0.55164,0.55511,0.5594,0.56458,0.57076,3
1.2032,1.3262,1.4523,1.5839,1.7235,1.8737,2.0322,2.2091,2.4059,2.6274,2.9294,3.2783,3.6488,3.9707,4.1842,4.2974,4.2531,4.126,3.9168,3.6735,3.4789,3.3128,3.1837,3.0668,2.9517,2.8488,2.7361,2.6633,2.5972,2.5375,2.4912,2.4493,2.4159,2.3977,2.3909,2.3825,2.3764,2.3799,2.3785,2.3633,2.3129,2.3035,2.5716,2.8454,3.0314,3.0862,3.0008,2.7831,2.4447,2.0241,1.5874,1.2958,1.2729,1.2073,1.13,1.0407,0.94581,0.85671,0.78557,0.73951,0.71534,0.70346,0.69511,0.68523,0.67163,0.65443,0.6354,0.61658,0.59946,0.58506,0.57411,0.56719,0.5653,0.56962,0.58134,0.60168,0.63022,0.66451,0.69957,0.72962,0.74911,0.75445,0.7449,0.72244,0.69125,0.657,0.62479,0.59872,0.58075,0.57107,0.56922,0.57539,0.59087,0.61841,0.66341,0.73592,0.85207,1.0362,1.307,1.6399,1.9665,2.2104,2.3137,2.2507,2.0298,1.6917,1.3046,0.94965,0.68902,0.5316,0.44949,0.41113,0.3936,0.38423,0.37657,0.36898,0.36184,0.3557,0.3509,0.34792,0.34662,0.34654,0.34734,0.34871,0.35022,0.35195,0.35382,0.35575,0.35794,0.36064,0.36384,0.36742,0.37111,0.37464,0.37744,0.37928,0.38027,0.38046,0.38032,0.38039,0.38085,0.38168,0.38291,0.38448,0.38607,0.38755,0.38922,0.39113,0.39346,0.39646,0.39984,0.40327,0.40667,0.40982,0.41253,0.41458,0.41649,0.41832,0.42026,0.42257,0.425,0.42748,0.43003,0.43242,0.43452,0.43626,0.43805,0.43977,0.44158,0.44354,0.44562,0.44789,0.45044,0.45339,0.45674,0.46068,0.46544,0.47098,0.47749,0.485,0.49344,0.50227,0.51105,0.51917,0.5263,0.53294,0.54005,0.54864,0.55907,0.57175,0.58662,0.60303,0.62021,0.63686,0.65113,0.66134,0.66587,0.66356,0.65394,0.63824,0.61849,0.59767,0.57851,0.563,0.55201,0.54583,0.54346,0.544,0.54626,0.54945,0.55269,0.55581,0.55825,0.56009,0.56147,0.56246,0.56325,0.56479,0.5666,0.56885,0.57183,0.5757,0.58066,0.58687,3
