WN1,WN2,WN3,WN4,WN5,WN6,WN7,WN8,WN9,WN10,WN11,WN12,WN13,WN14,WN15,WN16,WN17,WN18,WN19,WN20,WN21,WN22,WN23,WN24,WN25,WN26,WN27,WN28,WN29,WN30,WN31,WN32,WN33,WN34,WN35,WN36,WN37,WN38,WN39,WN40,WN41,WN42,WN43,WN44,WN45,WN46,WN47,WN48,WN49,WN50,WN51,WN52,WN53,WN54,WN55,WN56,WN57,WN58,WN59,WN60,WN61,WN62,WN63,WN64,WN65,WN66,WN67,WN68,WN69,WN70,WN71,WN72,WN73,WN74,WN75,WN76,WN77,WN78,WN79,WN80,WN81,WN82,WN83,WN84,WN85,WN86,WN87,WN88,WN89,WN90,WN91,WN92,WN93,WN94,WN95,WN96,WN97,WN98,WN99,WN100,WN101,WN102,WN103,WN104,WN105,WN106,WN107,WN108,WN109,WN110,WN111,WN112,WN113,WN114,WN115,WN116,WN117,WN118,WN119,WN120,WN121,WN122,WN123,WN124,WN125,WN126,WN127,WN128,WN129,WN130,WN131,WN132,WN133,WN134,WN135,WN136,WN137,WN138,WN139,WN140,WN141,WN142,WN143,WN144,WN145,WN146,WN147,WN148,WN149,WN150,WN151,WN152,WN153,WN154,WN155,WN156,WN157,WN158,WN159,WN160,WN161,WN162,WN163,WN164,WN165,WN166,WN167,WN168,WN169,WN170,WN171,WN172,WN173,WN174,WN175,WN176,WN177,WN178,WN179,WN180,WN181,WN182,WN183,WN184,WN185,WN186,WN187,WN188,WN189,WN190,WN191,WN192,WN193,WN194,WN195,WN196,WN197,WN198,WN199,WN200,WN201,WN202,WN203,WN204,WN205,WN206,WN207,WN208,WN209,WN210,WN211,WN212,WN213,WN214,WN215,WN216,WN217,WN218,WN219,WN220,WN221,WN222,WN223,WN224,Label
0.8875,0.97814,1.0685,1.1568,1.241,1.3193,1.3906,1.4508,1.4998,1.5345,1.5549,1.5609,1.5522,1.5256,1.4869,1.4411,1.3893,1.3353,1.2805,1.2253,1.1719,1.1208,1.072,1.0257,0.98177,0.94085,0.90251,0.86535,0.82971,0.7963,0.76421,0.73364,0.70513,0.6788,0.65392,0.63076,0.60935,0.58939,0.57044,0.55259,0.53599,0.5207,0.50649,0.49337,0.48127,0.47053,0.46101,0.4524,0.44458,0.43793,0.43256,0.42823,0.42453,0.42156,0.41928,0.41759,0.41632,0.41571,0.41578,0.41627,0.41689,0.41771,0.41878,0.41973,0.8875,0.97814,1.0685,1.1568,1.241,1.3193,1.3906,1.4508,1.4998,1.5345,1.5549,1.5609,1.5522,1.5256,1.4869,1.4411,1.3893,1.3353,1.2805,1.2253,1.1719,1.1208,1.072,1.0257,0.98177,0.94085,0.90251,0.86535,0.82971,0.7963,0.76421,0.73364,0.70513,0.6788,0.65392,0.63076,0.60935,0.58939,0.57044,0.55259,0.53599,0.5207,0.50649,0.49337,0.48127,0.47053,0.46101,0.4524,0.44458,0.43793,0.43256,0.42823,0.42453,0.42156,0.41928,0.41759,0.41632,0.41571,0.41578,0.41627,0.41689,0.41771,0.41878,0.41973,0.8875,0.97814,1.0685,1.1568,1.241,1.3193,1.3906,1.4508,1.4998,1.5345,1.5549,1.5609,1.5522,1.5256,1.4869,1.4411,1.3893,1.3353,1.2805,1.2253,1.1719,1.1208,1.072,1.0257,0.98177,0.94085,0.90251,0.86535,0.82971,0.7963,0.76421,0.73364,0.70513,0.6788,0.65392,0.63076,0.60935,0.58939,0.57044,0.55259,0.53599,0.5207,0.50649,0.49337,0.48127,0.47053,0.46101,0.4524,0.44458,0.43793,0.43256,0.42823,0.42453,0.42156,0.41928,0.41759,0.41632,0.41571,0.41578,0.41627,0.41689,0.41771,0.41878,0.41973,0.8875,0.97814,1.0685,1.1568,1.241,1.3193,1.3906,1.4508,1.4998,1.5345,1.5549,1.5609,1.5522,1.5256,1.4869,1.4411,1.3893,1.3353,1.2805,1.2253,1.1719,1.1208,1.072,1.0257,0.98177,0.94085,0.90251,0.86535,0.82971,0.7963,0.76421,0.73364,4
0.87764,0.95794,1.0375,1.1148,1.1882,1.256,1.3175,1.3682,1.4091,1.4374,1.4532,1.4555,1.4445,1.4178,1.381,1.3377,1.2893,1.239,1.1889,1.1384,1.0892,1.0417,0.99651,0.95375,0.91274,0.87411,0.83809,0.80314,0.76981,0.73845,0.70846,0.67981,0.65328,0.62888,0.60579,0.58412,0.56417,0.54565,0.52812,0.5114,0.49576,0.48142,0.46826,0.45593,0.44455,0.43443,0.42559,0.41758,0.41028,0.4039,0.39882,0.39475,0.39131,0.38848,0.38641,0.38489,0.38388,0.38342,0.3836,0.38417,0.38492,0.38586,0.3871,0.38824,0.87764,0.95794,1.0375,1.1148,1.1882,1.256,1.3175,1.3682,1.4091,1.4374,1.4532,1.4555,1.4445,1.4178,1.381,1.3377,1.2893,1.239,1.1889,1.1384,1.0892,1.0417,0.99651,0.95375,0.91274,0.87411,0.83809,0.80314,0.76981,0.73845,0.70846,0.67981,0.65328,0.62888,0.60579,0.58412,0.56417,0.54565,0.52812,0.5114,0.49576,0.48142,0.46826,0.45593,0.44455,0.43443,0.42559,0.41758,0.41028,0.4039,0.39882,0.39475,0.39131,0.38848,0.38641,0.38489,0.38388,0.38342,0.3836,0.38417,0.38492,0.38586,0.3871,0.38824,0.87764,0.95794,1.0375,1.1148,1.1882,1.256,1.3175,1.3682,1.4091,1.4374,1.4532,1.4555,1.4445,1.4178,1.381,1.3377,1.2893,1.239,1.1889,1.1384,1.0892,1.0417,0.99651,0.95375,0.91274,0.87411,0.83809,0.80314,0.76981,0.73845,0.70846,0.67981,0.65328,0.62888,0.60579,0.58412,0.56417,0.54565,0.52812,0.5114,0.49576,0.48142,0.46826,0.45593,0.44455,0.43443,0.42559,0.41758,0.41028,0.4039,0.39882,0.39475,0.39131,0.38848,0.38641,0.38489,0.38388,0.38342,0.3836,0.38417,0.38492,0.38586,0.3871,0.38824,0.87764,0.95794,1.0375,1.1148,1.1882,1.256,1.3175,1.3682,1.4091,1.4374,1.4532,1.4555,1.4445,1.4178,1.381,1.3377,1.2893,1.239,1.1889,1.1384,1.0892,1.0417,0.99651,0.95375,0.91274,0.87411,0.83809,0.80314,0.76981,0.73845,0.70846,0.67981,4
0.73722,0.75009,0.74483,0.72498,0.69405,0.65557,0.61567,0.57359,0.53491,0.49988,0.46991,0.44471,0.42171,0.40169,0.3833,0.36657,0.3531,0.34111,0.33108,0.32159,0.31246,0.30365,0.29409,0.28432,0.27494,0.26504,0.25634,0.24872,0.24169,0.2354,0.23062,0.22663,0.22314,0.22116,0.21986,0.21858,0.21803,0.21817,0.21825,0.21792,0.21764,0.21769,0.21789,0.21823,0.21862,0.21949,0.2208,0.22238,0.22375,0.22511,0.22698,0.2294,0.23187,0.23452,0.23767,0.24108,0.24477,0.24897,0.25374,0.25881,0.26398,0.26933,0.27494,0.28046,0.73722,0.75009,0.74483,0.72498,0.69405,0.65557,0.61567,0.57359,0.53491,0.49988,0.46991,0.44471,0.42171,0.40169,0.3833,0.36657,0.3531,0.34111,0.33108,0.32159,0.31246,0.30365,0.29409,0.28432,0.27494,0.26504,0.25634,0.24872,0.24169,0.2354,0.23062,0.22663,0.22314,0.22116,0.21986,0.21858,0.21803,0.21817,0.21825,0.21792,0.21764,0.21769,0.21789,0.21823,0.21862,0.21949,0.2208,0.22238,0.22375,0.22511,0.22698,0.2294,0.23187,0.23452,0.23767,0.24108,0.24477,0.24897,0.25374,0.25881,0.26398,0.26933,0.27494,0.28046,0.73722,0.75009,0.74483,0.72498,0.69405,0.65557,0.61567,0.57359,0.53491,0.49988,0.46991,0.44471,0.42171,0.40169,0.3833,0.36657,0.3531,0.34111,0.33108,0.32159,0.31246,0.30365,0.29409,0.28432,0.27494,0.26504,0.25634,0.24872,0.24169,0.2354,0.23062,0.22663,0.22314,0.22116,0.21986,0.21858,0.21803,0.21817,0.21825,0.21792,0.21764,0.21769,0.21789,0.21823,0.21862,0.21949,0.2208,0.22238,0.22375,0.22511,0.22698,0.2294,0.23187,0.23452,0.23767,0.24108,0.24477,0.24897,0.25374,0.25881,0.26398,0.26933,0.27494,0.28046,0.73722,0.75009,0.74483,0.72498,0.69405,0.65557,0.61567,0.57359,0.53491,0.49988,0.46991,0.44471,0.42171,0.40169,0.3833,0.36657,0.3531,0.34111,0.33108,0.32159,0.31246,0.30365,0.29409,0.28432,0.27494,0.26504,0.25634,0.24872,0.24169,0.2354,0.23062,0.22663,5
0.72449,0.73876,0.73574,0.71865,0.69069,0.65509,0.61653,0.57647,0.53823,0.50438,0.47496,0.44945,0.42704,0.40706,0.3892,0.37299,0.35896,0.34727,0.33719,0.32807,0.31935,0.31071,0.30145,0.2921,0.28292,0.27346,0.26482,0.25738,0.2504,0.24428,0.23962,0.23557,0.2321,0.22994,0.2286,0.22738,0.22676,0.22691,0.2269,0.22658,0.22631,0.2263,0.22647,0.22676,0.22716,0.22796,0.22932,0.23099,0.23247,0.23398,0.23592,0.23831,0.2408,0.24343,0.24651,0.25,0.25377,0.25799,0.2627,0.26769,0.27272,0.2779,0.28335,0.28876,0.72449,0.73876,0.73574,0.71865,0.69069,0.65509,0.61653,0.57647,0.53823,0.50438,0.47496,0.44945,0.42704,0.40706,0.3892,0.37299,0.35896,0.34727,0.33719,0.32807,0.31935,0.31071,0.30145,0.2921,0.28292,0.27346,0.26482,0.25738,0.2504,0.24428,0.23962,0.23557,0.2321,0.22994,0.2286,0.22738,0.22676,0.22691,0.2269,0.22658,0.22631,0.2263,0.22647,0.22676,0.22716,0.22796,0.22932,0.23099,0.23247,0.23398,0.23592,0.23831,0.2408,0.24343,0.24651,0.25,0.25377,0.25799,0.2627,0.26769,0.27272,0.2779,0.28335,0.28876,0.72449,0.73876,0.73574,0.71865,0.69069,0.65509,0.61653,0.57647,0.53823,0.50438,0.47496,0.44945,0.42704,0.40706,0.3892,0.37299,0.35896,0.34727,0.33719,0.32807,0.31935,0.31071,0.30145,0.2921,0.28292,0.27346,0.26482,0.25738,0.2504,0.24428,0.23962,0.23557,0.2321,0.22994,0.2286,0.22738,0.22676,0.22691,0.2269,0.22658,0.22631,0.2263,0.22647,0.22676,0.22716,0.22796,0.22932,0.23099,0.23247,0.23398,0.23592,0.23831,0.2408,0.24343,0.24651,0.25,0.25377,0.25799,0.2627,0.26769,0.27272,0.2779,0.28335,0.28876,0.72449,0.73876,0.73574,0.71865,0.69069,0.65509,0.61653,0.57647,0.53823,0.50438,0.47496,0.44945,0.42704,0.40706,0.3892,0.37299,0.35896,0.34727,0.33719,0.32807,0.31935,0.31071,0.30145,0.2921,0.28292,0.27346,0.26482,0.25738,0.2504,0.24428,0.23962,0.23557,5
0.72495,0.73963,0.73676,0.7196,0.69144,0.65552,0.61675,0.57641,0.53781,0.50374,0.4744,0.44892,0.42656,0.40653,0.38859,0.37245,0.3584,0.34672,0.33666,0.3275,0.31877,0.3101,0.3008,0.29137,0.28208,0.27255,0.26378,0.25623,0.24921,0.24304,0.23831,0.23422,0.23074,0.22856,0.22717,0.22594,0.22529,0.22542,0.2254,0.22508,0.22479,0.22474,0.22486,0.22513,0.2255,0.22626,0.22759,0.22924,0.23071,0.23221,0.23414,0.23652,0.23902,0.24164,0.24471,0.24814,0.25188,0.25608,0.26079,0.26578,0.27083,0.27602,0.2815,0.28691,0.72495,0.73963,0.73676,0.7196,0.69144,0.65552,0.61675,0.57641,0.53781,0.50374,0.4744,0.44892,0.42656,0.40653,0.38859,0.37245,0.3584,0.34672,0.33666,0.3275,0.31877,0.3101,0.3008,0.29137,0.28208,0.27255,0.26378,0.25623,0.24921,0.24304,0.23831,0.23422,0.23074,0.22856,0.22717,0.22594,0.22529,0.22542,0.2254,0.22508,0.22479,0.22474,0.22486,0.22513,0.2255,0.22626,0.22759,0.22924,0.23071,0.23221,0.23414,0.23652,0.23902,0.24164,0.24471,0.24814,0.25188,0.25608,0.26079,0.26578,0.27083,0.27602,0.2815,0.28691,0.72495,0.73963,0.73676,0.7196,0.69144,0.65552,0.61675,0.57641,0.53781,0.50374,0.4744,0.44892,0.42656,0.40653,0.38859,0.37245,0.3584,0.34672,0.33666,0.3275,0.31877,0.3101,0.3008,0.29137,0.28208,0.27255,0.26378,0.25623,0.24921,0.24304,0.23831,0.23422,0.23074,0.22856,0.22717,0.22594,0.22529,0.22542,0.2254,0.22508,0.22479,0.22474,0.22486,0.22513,0.2255,0.22626,0.22759,0.22924,0.23071,0.23221,0.23414,0.23652,0.23902,0.24164,0.24471,0.24814,0.25188,0.25608,0.26079,0.26578,0.27083,0.27602,0.2815,0.28691,0.72495,0.73963,0.73676,0.7196,0.69144,0.65552,0.61675,0.57641,0.53781,0.50374,0.4744,0.44892,0.42656,0.40653,0.38859,0.37245,0.3584,0.34672,0.33666,0.3275,0.31877,0.3101,0.3008,0.29137,0.28208,0.27255,0.26378,0.25623,0.24921,0.24304,0.23831,0.23422,5
0.90222,0.97757,1.0553,1.133,1.2082,1.2784,1.3419,1.3924,1.4306,1.4561,1.4682,1.4661,1.4506,1.4195,1.3775,1.3304,1.2783,1.2245,1.172,1.1187,1.0677,1.0183,0.97097,0.92544,0.88184,0.84059,0.80266,0.76628,0.73169,0.69904,0.66835,0.63899,0.6114,0.58634,0.56243,0.54022,0.51989,0.50121,0.48357,0.46702,0.4518,0.43797,0.42539,0.41366,0.40279,0.39333,0.38512,0.37768,0.3708,0.36486,0.36024,0.35672,0.35375,0.35125,0.34958,0.34837,0.34752,0.34713,0.34733,0.34795,0.34873,0.34971,0.35104,0.35243,0.90222,0.97757,1.0553,1.133,1.2082,1.2784,1.3419,1.3924,1.4306,1.4561,1.4682,1.4661,1.4506,1.4195,1.3775,1.3304,1.2783,1.2245,1.172,1.1187,1.0677,1.0183,0.97097,0.92544,0.88184,0.84059,0.80266,0.76628,0.73169,0.69904,0.66835,0.63899,0.6114,0.58634,0.56243,0.54022,0.51989,0.50121,0.48357,0.46702,0.4518,0.43797,0.42539,0.41366,0.40279,0.39333,0.38512,0.37768,0.3708,0.36486,0.36024,0.35672,0.35375,0.35125,0.34958,0.34837,0.34752,0.34713,0.34733,0.34795,0.34873,0.34971,0.35104,0.35243,0.90222,0.97757,1.0553,1.133,1.2082,1.2784,1.3419,1.3924,1.4306,1.4561,1.4682,1.4661,1.4506,1.4195,1.3775,1.3304,1.2783,1.2245,1.172,1.1187,1.0677,1.0183,0.97097,0.92544,0.88184,0.84059,0.80266,0.76628,0.73169,0.69904,0.66835,0.63899,0.6114,0.58634,0.56243,0.54022,0.51989,0.50121,0.48357,0.46702,0.4518,0.43797,0.42539,0.41366,0.40279,0.39333,0.38512,0.37768,0.3708,0.36486,0.36024,0.35672,0.35375,0.35125,0.34958,0.34837,0.34752,0.34713,0.34733,0.34795,0.34873,0.34971,0.35104,0.35243,0.90222,0.97757,1.0553,1.133,1.2082,1.2784,1.3419,1.3924,1.4306,1.4561,1.4682,1.4661,1.4506,1.4195,1.3775,1.3304,1.2783,1.2245,1.172,1.1187,1.0677,1.0183,0.97097,0.92544,0.88184,0.84059,0.80266,0.76628,0.73169,0.69904,0.66835,0.63899,6
0.90687,1.0218,1.1387,1.2554,1.3696,1.4791,1.5839,1.6784,1.7596,1.8221,1.8635,1.8834,1.8806,1.8503,1.7995,1.7368,1.6656,1.5907,1.5136,1.4372,1.3635,1.2934,1.2283,1.167,1.1088,1.0551,1.005,0.95695,0.91158,0.86941,0.82922,0.7909,0.75598,0.72337,0.69299,0.6645,0.63807,0.61392,0.59124,0.57039,0.55103,0.53352,0.51772,0.50306,0.48996,0.47838,0.4683,0.45942,0.45139,0.44463,0.4393,0.43515,0.4318,0.4291,0.42732,0.42606,0.42523,0.42499,0.42527,0.42592,0.42679,0.42784,0.42926,0.43078,0.90687,1.0218,1.1387,1.2554,1.3696,1.4791,1.5839,1.6784,1.7596,1.8221,1.8635,1.8834,1.8806,1.8503,1.7995,1.7368,1.6656,1.5907,1.5136,1.4372,1.3635,1.2934,1.2283,1.167,1.1088,1.0551,1.005,0.95695,0.91158,0.86941,0.82922,0.7909,0.75598,0.72337,0.69299,0.6645,0.63807,0.61392,0.59124,0.57039,0.55103,0.53352,0.51772,0.50306,0.48996,0.47838,0.4683,0.45942,0.45139,0.44463,0.4393,0.43515,0.4318,0.4291,0.42732,0.42606,0.42523,0.42499,0.42527,0.42592,0.42679,0.42784,0.42926,0.43078,0.90687,1.0218,1.1387,1.2554,1.3696,1.4791,1.5839,1.6784,1.7596,1.8221,1.8635,1.8834,1.8806,1.8503,1.7995,1.7368,1.6656,1.5907,1.5136,1.4372,1.3635,1.2934,1.2283,1.167,1.1088,1.0551,1.005,0.95695,0.91158,0.86941,0.82922,0.7909,0.75598,0.72337,0.69299,0.6645,0.63807,0.61392,0.59124,0.57039,0.55103,0.53352,0.51772,0.50306,0.48996,0.47838,0.4683,0.45942,0.45139,0.44463,0.4393,0.43515,0.4318,0.4291,0.42732,0.42606,0.42523,0.42499,0.42527,0.42592,0.42679,0.42784,0.42926,0.43078,0.90687,1.0218,1.1387,1.2554,1.3696,1.4791,1.5839,1.6784,1.7596,1.8221,1.8635,1.8834,1.8806,1.8503,1.7995,1.7368,1.6656,1.5907,1.5136,1.4372,1.3635,1.2934,1.2283,1.167,1.1088,1.0551,1.005,0.95695,0.91158,0.86941,0.82922,0.7909,6
0.9697,1.0932,1.2234,1.3569,1.4899,1.619,1.7421,1.8513,1.9473,2.0241,2.0737,2.0983,2.097,2.0635,2.0046,1.9323,1.8494,1.764,1.6798,1.5966,1.5158,1.4397,1.3673,1.3003,1.236,1.1767,1.1221,1.0697,1.0205,0.97509,0.93158,0.89029,0.85177,0.81642,0.78281,0.75141,0.72263,0.69585,0.67109,0.64818,0.62699,0.60783,0.59023,0.57424,0.55971,0.54657,0.53508,0.52493,0.51584,0.50815,0.50194,0.49717,0.4929,0.48937,0.48673,0.48455,0.48295,0.48187,0.48152,0.48164,0.4818,0.48229,0.48306,0.48386,0.9697,1.0932,1.2234,1.3569,1.4899,1.619,1.7421,1.8513,1.9473,2.0241,2.0737,2.0983,2.097,2.0635,2.0046,1.9323,1.8494,1.764,1.6798,1.5966,1.5158,1.4397,1.3673,1.3003,1.236,1.1767,1.1221,1.0697,1.0205,0.97509,0.93158,0.89029,0.85177,0.81642,0.78281,0.75141,0.72263,0.69585,0.67109,0.64818,0.62699,0.60783,0.59023,0.57424,0.55971,0.54657,0.53508,0.52493,0.51584,0.50815,0.50194,0.49717,0.4929,0.48937,0.48673,0.48455,0.48295,0.48187,0.48152,0.48164,0.4818,0.48229,0.48306,0.48386,0.9697,1.0932,1.2234,1.3569,1.4899,1.619,1.7421,1.8513,1.9473,2.0241,2.0737,2.0983,2.097,2.0635,2.0046,1.9323,1.8494,1.764,1.6798,1.5966,1.5158,1.4397,1.3673,1.3003,1.236,1.1767,1.1221,1.0697,1.0205,0.97509,0.93158,0.89029,0.85177,0.81642,0.78281,0.75141,0.72263,0.69585,0.67109,0.64818,0.62699,0.60783,0.59023,0.57424,0.55971,0.54657,0.53508,0.52493,0.51584,0.50815,0.50194,0.49717,0.4929,0.48937,0.48673,0.48455,0.48295,0.48187,0.48152,0.48164,0.4818,0.48229,0.48306,0.48386,0.9697,1.0932,1.2234,1.3569,1.4899,1.619,1.7421,1.8513,1.9473,2.0241,2.0737,2.0983,2.097,2.0635,2.0046,1.9323,1.8494,1.764,1.6798,1.5966,1.5158,1.4397,1.3673,1.3003,1.236,1.1767,1.1221,1.0697,1.0205,0.97509,0.93158,0.89029,6
0.93148,1.054,1.1819,1.3119,1.4408,1.5652,1.6837,1.7891,1.8813,1.9532,2.0005,2.0247,2.0221,1.992,1.9391,1.8706,1.7925,1.7115,1.6299,1.5476,1.4682,1.3931,1.3233,1.2589,1.1974,1.1402,1.0873,1.0366,0.98864,0.94415,0.9016,0.86119,0.82374,0.7892,0.75657,0.72626,0.69828,0.67223,0.64787,0.6254,0.60473,0.58595,0.56884,0.55339,0.53925,0.52672,0.51589,0.50608,0.49729,0.49002,0.48412,0.47945,0.47544,0.47214,0.46965,0.46772,0.46632,0.46538,0.46518,0.46541,0.46585,0.46654,0.4675,0.46847,0.93148,1.054,1.1819,1.3119,1.4408,1.5652,1.6837,1.7891,1.8813,1.9532,2.0005,2.0247,2.0221,1.992,1.9391,1.8706,1.7925,1.7115,1.6299,1.5476,1.4682,1.3931,1.3233,1.2589,1.1974,1.1402,1.0873,1.0366,0.98864,0.94415,0.9016,0.86119,0.82374,0.7892,0.75657,0.72626,0.69828,0.67223,0.64787,0.6254,0.60473,0.58595,0.56884,0.55339,0.53925,0.52672,0.51589,0.50608,0.49729,0.49002,0.48412,0.47945,0.47544,0.47214,0.46965,0.46772,0.46632,0.46538,0.46518,0.46541,0.46585,0.46654,0.4675,0.46847,0.93148,1.054,1.1819,1.3119,1.4408,1.5652,1.6837,1.7891,1.8813,1.9532,2.0005,2.0247,2.0221,1.992,1.9391,1.8706,1.7925,1.7115,1.6299,1.5476,1.4682,1.3931,1.3233,1.2589,1.1974,1.1402,1.0873,1.0366,0.98864,0.94415,0.9016,0.86119,0.82374,0.7892,0.75657,0.72626,0.69828,0.67223,0.64787,0.6254,0.60473,0.58595,0.56884,0.55339,0.53925,0.52672,0.51589,0.50608,0.49729,0.49002,0.48412,0.47945,0.47544,0.47214,0.46965,0.46772,0.46632,0.46538,0.46518,0.46541,0.46585,0.46654,0.4675,0.46847,0.93148,1.054,1.1819,1.3119,1.4408,1.5652,1.6837,1.7891,1.8813,1.9532,2.0005,2.0247,2.0221,1.992,1.9391,1.8706,1.7925,1.7115,1.6299,1.5476,1.4682,1.3931,1.3233,1.2589,1.1974,1.1402,1.0873,1.0366,0.98864,0.94415,0.9016,0.86119,6
0.95415,1.0802,1.2099,1.3403,1.4689,1.5929,1.7106,1.8198,1.9161,1.9902,2.0384,2.0612,2.0596,2.0263,1.9704,1.9015,1.8213,1.7404,1.6575,1.5726,1.4904,1.4131,1.3417,1.276,1.2132,1.1548,1.1007,1.0487,0.99923,0.95335,0.90952,0.86782,0.82972,0.7946,0.76141,0.73048,0.70181,0.67531,0.65061,0.62776,0.60661,0.58742,0.57001,0.55414,0.53962,0.52644,0.51495,0.50478,0.49575,0.48797,0.48182,0.47688,0.47258,0.4692,0.4666,0.46452,0.46301,0.46201,0.46167,0.46168,0.46195,0.46236,0.46313,0.46402,0.95415,1.0802,1.2099,1.3403,1.4689,1.5929,1.7106,1.8198,1.9161,1.9902,2.0384,2.0612,2.0596,2.0263,1.9704,1.9015,1.8213,1.7404,1.6575,1.5726,1.4904,1.4131,1.3417,1.276,1.2132,1.1548,1.1007,1.0487,0.99923,0.95335,0.90952,0.86782,0.82972,0.7946,0.76141,0.73048,0.70181,0.67531,0.65061,0.62776,0.60661,0.58742,0.57001,0.55414,0.53962,0.52644,0.51495,0.50478,0.49575,0.48797,0.48182,0.47688,0.47258,0.4692,0.4666,0.46452,0.46301,0.46201,0.46167,0.46168,0.46195,0.46236,0.46313,0.46402,0.95415,1.0802,1.2099,1.3403,1.4689,1.5929,1.7106,1.8198,1.9161,1.9902,2.0384,2.0612,2.0596,2.0263,1.9704,1.9015,1.8213,1.7404,1.6575,1.5726,1.4904,1.4131,1.3417,1.276,1.2132,1.1548,1.1007,1.0487,0.99923,0.95335,0.90952,0.86782,0.82972,0.7946,0.76141,0.73048,0.70181,0.67531,0.65061,0.62776,0.60661,0.58742,0.57001,0.55414,0.53962,0.52644,0.51495,0.50478,0.49575,0.48797,0.48182,0.47688,0.47258,0.4692,0.4666,0.46452,0.46301,0.46201,0.46167,0.46168,0.46195,0.46236,0.46313,0.46402,0.95415,1.0802,1.2099,1.3403,1.4689,1.5929,1.7106,1.8198,1.9161,1.9902,2.0384,2.0612,2.0596,2.0263,1.9704,1.9015,1.8213,1.7404,1.6575,1.5726,1.4904,1.4131,1.3417,1.276,1.2132,1.1548,1.1007,1.0487,0.99923,0.95335,0.90952,0.86782,6
0.94127,1.07,1.1981,1.3225,1.4399,1.5473,1.6425,1.7176,1.7745,1.8098,1.8208,1.8117,1.782,1.7312,1.6665,1.5966,1.5228,1.45,1.3798,1.3126,1.2474,1.1857,1.1276,1.0731,1.0222,0.97501,0.93067,0.88806,0.84817,0.81124,0.77624,0.74244,0.71161,0.683,0.65652,0.63137,0.60809,0.58651,0.56651,0.54787,0.53074,0.51502,0.50066,0.48772,0.47593,0.46544,0.45611,0.448,0.44069,0.43447,0.42964,0.42579,0.4227,0.42032,0.41843,0.41712,0.41617,0.41572,0.4159,0.41635,0.41686,0.41743,0.41844,0.41955,0.94127,1.07,1.1981,1.3225,1.4399,1.5473,1.6425,1.7176,1.7745,1.8098,1.8208,1.8117,1.782,1.7312,1.6665,1.5966,1.5228,1.45,1.3798,1.3126,1.2474,1.1857,1.1276,1.0731,1.0222,0.97501,0.93067,0.88806,0.84817,0.81124,0.77624,0.74244,0.71161,0.683,0.65652,0.63137,0.60809,0.58651,0.56651,0.54787,0.53074,0.51502,0.50066,0.48772,0.47593,0.46544,0.45611,0.448,0.44069,0.43447,0.42964,0.42579,0.4227,0.42032,0.41843,0.41712,0.41617,0.41572,0.4159,0.41635,0.41686,0.41743,0.41844,0.41955,0.94127,1.07,1.1981,1.3225,1.4399,1.5473,1.6425,1.7176,1.7745,1.8098,1.8208,1.8117,1.782,1.7312,1.6665,1.5966,1.5228,1.45,1.3798,1.3126,1.2474,1.1857,1.1276,1.0731,1.0222,0.97501,0.93067,0.88806,0.84817,0.81124,0.77624,0.74244,0.71161,0.683,0.65652,0.63137,0.60809,0.58651,0.56651,0.54787,0.53074,0.51502,0.50066,0.48772,0.47593,0.46544,0.45611,0.448,0.44069,0.43447,0.42964,0.42579,0.4227,0.42032,0.41843,0.41712,0.41617,0.41572,0.4159,0.41635,0.41686,0.41743,0.41844,0.41955,0.94127,1.07,1.1981,1.3225,1.4399,1.5473,1.6425,1.7176,1.7745,1.8098,1.8208,1.8117,1.782,1.7312,1.6665,1.5966,1.5228,1.45,1.3798,1.3126,1.2474,1.1857,1.1276,1.0731,1.0222,0.97501,0.93067,0.88806,0.84817,0.81124,0.77624,0.74244,6
